rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,task,view_history,button_pressed,id,type,shape,stimulus,clicks,button_response,phrase,condition
9915,6,,survey-likert,49,657004,0.0-49.0,4m6ekvjbg3,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,CB,wug.,none_weird_nored
9871,6,,survey-likert,50,667379,0.0-50.0,4m6ekvjbg3,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
24889,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,692847,0.0-51.0,4m6ekvjbg3,canonical training,CB+likert,,,,,,,,,,
28567,1ug,demo.1,survey-dropdown,52,721428,0.0-52.0,4m6ekvjbg3,canonical training,CB+likert,,,,,,,,,,
28567,1ug,demo.2,survey-dropdown,52,721428,0.0-52.0,4m6ekvjbg3,canonical training,CB+likert,,,,,,,,,,
28567,female,demo.3,survey-dropdown,52,721428,0.0-52.0,4m6ekvjbg3,canonical training,CB+likert,,,,,,,,,,
28567,12-24,demo.4,survey-dropdown,52,721428,0.0-52.0,4m6ekvjbg3,canonical training,CB+likert,,,,,,,,,,
4330,5afde9de3eb22c00019bb6e3,ProlificID,survey-text,0,4330,0.0-0.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
7321,NA,instructions,instructions,1,11652,0.0-1.0,5qkkp00krw,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":7321}]",,,,,,,,,
16123,NA,,html-button-delay-response,2,27776,0.0-2.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
12175,NA,,html-button-delay-response,3,40454,0.0-3.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
11405,NA,,html-button-delay-response,4,52361,0.0-4.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
7518,NA,,html-button-delay-response,5,60383,0.0-5.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
5919,NA,,html-button-delay-response,6,66804,0.0-6.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
7401,NA,,html-button-delay-response,7,74707,0.0-7.0,5qkkp00krw,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
24221,NA,break,html-button-response,8,99432,0.0-8.0,5qkkp00krw,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
19031,10,,survey-likert,9,118465,0.0-9.0,5qkkp00krw,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
12014,10,,survey-likert,10,130983,0.0-10.0,5qkkp00krw,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
10457,10,,survey-likert,11,141943,0.0-11.0,5qkkp00krw,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
11731,10,,survey-likert,12,154178,0.0-12.0,5qkkp00krw,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
15765,10,,survey-likert,13,170446,0.0-13.0,5qkkp00krw,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
11313,10,,survey-likert,14,182262,0.0-14.0,5qkkp00krw,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
14881,10,,survey-likert,15,197646,0.0-15.0,5qkkp00krw,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
9538,10,,survey-likert,16,207688,0.0-16.0,5qkkp00krw,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
12107,10,,survey-likert,17,220299,0.0-17.0,5qkkp00krw,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
13966,10,,survey-likert,18,234767,0.0-18.0,5qkkp00krw,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,2,target,wug.,none_true_existential
19459,10,,survey-likert,19,254728,0.0-19.0,5qkkp00krw,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,target,wugs.,all_true_existential
8893,10,,survey-likert,20,264125,0.0-20.0,5qkkp00krw,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
9032,10,,survey-likert,21,273660,0.0-21.0,5qkkp00krw,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
10582,10,,survey-likert,22,284745,0.0-22.0,5qkkp00krw,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
13764,10,,survey-likert,23,299013,0.0-23.0,5qkkp00krw,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,2,target,wug.,none_true_no_projection
11841,10,,survey-likert,24,311358,0.0-24.0,5qkkp00krw,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,2,target,wug.,none_true_no_projection
12182,10,,survey-likert,25,324044,0.0-25.0,5qkkp00krw,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,2,target,wug.,none_true_no_projection
15975,10,,survey-likert,26,340523,0.0-26.0,5qkkp00krw,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,3,target,wug.,none_true_existential
10290,10,,survey-likert,27,351317,0.0-27.0,5qkkp00krw,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
9963,10,,survey-likert,28,361785,0.0-28.0,5qkkp00krw,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
10179,10,,survey-likert,29,372468,0.0-29.0,5qkkp00krw,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
12086,10,,survey-likert,30,385057,0.0-30.0,5qkkp00krw,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
9216,10,,survey-likert,31,394776,0.0-31.0,5qkkp00krw,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
10366,10,,survey-likert,32,405646,0.0-32.0,5qkkp00krw,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
11128,10,,survey-likert,33,417278,0.0-33.0,5qkkp00krw,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
8863,10,,survey-likert,34,426644,0.0-34.0,5qkkp00krw,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
11971,10,,survey-likert,35,439117,0.0-35.0,5qkkp00krw,canonical training,CB+likert,,,testing.16,testing,Every green circle,,2,target,wugs.,all_true_existential
12983,10,,survey-likert,36,452604,0.0-36.0,5qkkp00krw,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
9893,10,,survey-likert,37,463001,0.0-37.0,5qkkp00krw,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
10115,10,,survey-likert,38,473620,0.0-38.0,5qkkp00krw,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
20331,10,,survey-likert,39,494455,0.0-39.0,5qkkp00krw,canonical training,CB+likert,,,testing.15,testing,Every green circle,,3,target,wugs.,all_true_existential
10193,10,,survey-likert,40,505151,0.0-40.0,5qkkp00krw,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
13157,10,,survey-likert,41,518812,0.0-41.0,5qkkp00krw,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
10437,10,,survey-likert,42,529752,0.0-42.0,5qkkp00krw,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
15476,10,,survey-likert,43,545732,0.0-43.0,5qkkp00krw,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
10216,10,,survey-likert,44,556451,0.0-44.0,5qkkp00krw,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
7432,10,,survey-likert,45,564387,0.0-45.0,5qkkp00krw,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
9217,10,,survey-likert,46,574107,0.0-46.0,5qkkp00krw,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
26987,9,,survey-likert,47,601597,0.0-47.0,5qkkp00krw,canonical training,CB+likert,,,testing.42,testing,Every green circle,,2,CB,wugs.,every_weird_nored
11976,10,,survey-likert,48,614077,0.0-48.0,5qkkp00krw,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
17547,10,,survey-likert,49,632126,0.0-49.0,5qkkp00krw,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
14182,10,,survey-likert,50,646812,0.0-50.0,5qkkp00krw,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,2,target,wug.,none_weird_red
11797,[],self_report,survey-multi-select,51,659118,0.0-51.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
30319,2+ug,demo.1,survey-dropdown,52,689440,0.0-52.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
30319,none,demo.2,survey-dropdown,52,689440,0.0-52.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
30319,male,demo.3,survey-dropdown,52,689440,0.0-52.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
30319,45-54,demo.4,survey-dropdown,52,689440,0.0-52.0,5qkkp00krw,canonical training,CB+likert,,,,,,,,,,
11592,60c3c8f790736ad8d329816b,ProlificID,survey-text,0,11595,0.0-0.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
7758,NA,instructions,instructions,1,19353,0.0-1.0,zwzodde7ve,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":7756}]",,,,,,,,,
19141,NA,,html-button-delay-response,2,38497,0.0-2.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
7894,NA,,html-button-delay-response,3,46894,0.0-3.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
9715,NA,,html-button-delay-response,4,57121,0.0-4.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
9116,NA,,html-button-delay-response,5,66751,0.0-5.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
8954,NA,,html-button-delay-response,6,76207,0.0-6.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
5726,NA,,html-button-delay-response,7,82446,0.0-7.0,zwzodde7ve,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
41115,NA,break,html-button-response,8,124064,0.0-8.0,zwzodde7ve,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
16519,10,,survey-likert,9,140693,0.0-9.0,zwzodde7ve,canonical training,CB+likert,,,testing.4,testing,The green circle,,2,CB,wugs.,notAB
7070,10,,survey-likert,10,148279,0.0-10.0,zwzodde7ve,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
12097,10,,survey-likert,11,160895,0.0-11.0,zwzodde7ve,canonical training,CB+likert,,,testing.3,testing,The green circle,,2,target,does not wug.,notAB
6495,10,,survey-likert,12,167907,0.0-12.0,zwzodde7ve,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
7945,10,,survey-likert,13,176368,0.0-13.0,zwzodde7ve,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
7033,10,,survey-likert,14,183906,0.0-14.0,zwzodde7ve,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,CB,wug.,none_true_universal
13839,10,,survey-likert,15,198260,0.0-15.0,zwzodde7ve,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,3,target,wug.,none_true_no_projection
6807,10,,survey-likert,16,205584,0.0-16.0,zwzodde7ve,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
7063,10,,survey-likert,17,213159,0.0-17.0,zwzodde7ve,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
10413,10,,survey-likert,18,224079,0.0-18.0,zwzodde7ve,canonical training,CB+likert,,,testing.15,testing,Every green circle,,2,target,wugs.,all_true_existential
9649,10,,survey-likert,19,234240,0.0-19.0,zwzodde7ve,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
15075,5,,survey-likert,20,249821,0.0-20.0,zwzodde7ve,canonical training,CB+likert,,,testing.17,testing,Every green circle,,2,target,wugs.,all_true_no_projection
8200,10,,survey-likert,21,258537,0.0-21.0,zwzodde7ve,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,CB,wugs.,all_true_existential
8822,10,,survey-likert,22,267867,0.0-22.0,zwzodde7ve,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
9244,10,,survey-likert,23,277618,0.0-23.0,zwzodde7ve,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
9759,10,,survey-likert,24,287883,0.0-24.0,zwzodde7ve,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,2,CB,wug.,none_true_universal
17079,5,,survey-likert,25,305476,0.0-25.0,zwzodde7ve,canonical training,CB+likert,,,testing.20,testing,Every green circle,,3,CB,wugs.,all_true_no_projection
13108,10,,survey-likert,26,319100,0.0-26.0,zwzodde7ve,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
17272,5,,survey-likert,27,336880,0.0-27.0,zwzodde7ve,canonical training,CB+likert,,,testing.19,testing,Every green circle,,3,CB,wugs.,all_true_no_projection
12167,5,,survey-likert,28,349550,0.0-28.0,zwzodde7ve,canonical training,CB+likert,,,testing.14,testing,Every green circle,,3,CB,wugs.,all_true_existential
15262,10,,survey-likert,29,365328,0.0-29.0,zwzodde7ve,canonical training,CB+likert,,,testing.13,testing,Every green circle,,3,CB,wugs.,all_true_existential
19779,10,,survey-likert,30,385610,0.0-30.0,zwzodde7ve,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,2,target,wug.,none_true_existential
9403,10,,survey-likert,31,395525,0.0-31.0,zwzodde7ve,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
17262,5,,survey-likert,32,413301,0.0-32.0,zwzodde7ve,canonical training,CB+likert,,,testing.18,testing,Every green circle,,3,CB,wugs.,all_true_no_projection
8838,10,,survey-likert,33,422648,0.0-33.0,zwzodde7ve,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,3,CB,wug.,some_false
7324,10,,survey-likert,34,430482,0.0-34.0,zwzodde7ve,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
17771,10,,survey-likert,35,448771,0.0-35.0,zwzodde7ve,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,2,target,wug.,none_true_existential
7943,10,,survey-likert,36,457227,0.0-36.0,zwzodde7ve,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
8559,10,,survey-likert,37,466288,0.0-37.0,zwzodde7ve,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
8799,10,,survey-likert,38,475600,0.0-38.0,zwzodde7ve,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
8113,10,,survey-likert,39,484228,0.0-39.0,zwzodde7ve,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,2,target,wug.,some_true
7476,10,,survey-likert,40,492210,0.0-40.0,zwzodde7ve,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
6418,10,,survey-likert,41,499143,0.0-41.0,zwzodde7ve,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
6845,10,,survey-likert,42,506493,0.0-42.0,zwzodde7ve,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
8796,10,,survey-likert,43,515796,0.0-43.0,zwzodde7ve,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,2,CB,wug.,none_false
7641,10,,survey-likert,44,523944,0.0-44.0,zwzodde7ve,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
7992,10,,survey-likert,45,532448,0.0-45.0,zwzodde7ve,canonical training,CB+likert,,,testing.7,testing,Every green circle,,2,target,wugs.,all_true_universal
5703,10,,survey-likert,46,538659,0.0-46.0,zwzodde7ve,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
7305,10,,survey-likert,47,546472,0.0-47.0,zwzodde7ve,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
6336,10,,survey-likert,48,553320,0.0-48.0,zwzodde7ve,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
7363,10,,survey-likert,49,561192,0.0-49.0,zwzodde7ve,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
9021,10,,survey-likert,50,570720,0.0-50.0,zwzodde7ve,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,target,wug.,none_weird_red
11425,['wugging was primarily about starting on the red line'],self_report,survey-multi-select,51,582656,0.0-51.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
37385,1g,demo.1,survey-dropdown,52,620044,0.0-52.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
37385,1g,demo.2,survey-dropdown,52,620044,0.0-52.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
37385,male,demo.3,survey-dropdown,52,620044,0.0-52.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
37385,12-24,demo.4,survey-dropdown,52,620044,0.0-52.0,zwzodde7ve,canonical training,CB+likert,,,,,,,,,,
32213,623486498bd0c914e6242bed,ProlificID,survey-text,0,32216,0.0-0.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
6619,NA,instructions,instructions,1,38838,0.0-1.0,652xvynxv1,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":6618}]",,,,,,,,,
8351,NA,,html-button-delay-response,2,47192,0.0-2.0,652xvynxv1,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
7881,NA,,html-button-delay-response,3,55578,0.0-3.0,652xvynxv1,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
5669,NA,,html-button-delay-response,4,61752,0.0-4.0,652xvynxv1,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
4423,NA,,html-button-delay-response,5,66679,0.0-5.0,652xvynxv1,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
4787,NA,,html-button-delay-response,6,71970,0.0-6.0,652xvynxv1,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
3666,NA,,html-button-delay-response,7,76139,0.0-7.0,652xvynxv1,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
13213,NA,break,html-button-response,8,89858,0.0-8.0,652xvynxv1,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
15449,9,,survey-likert,9,105313,0.0-9.0,652xvynxv1,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
7150,9,,survey-likert,10,112972,0.0-10.0,652xvynxv1,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
7186,9,,survey-likert,11,120665,0.0-11.0,652xvynxv1,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
11731,9,,survey-likert,12,132903,0.0-12.0,652xvynxv1,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
8050,9,,survey-likert,13,141460,0.0-13.0,652xvynxv1,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
8071,9,,survey-likert,14,150040,0.0-14.0,652xvynxv1,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
11315,3,,survey-likert,15,161862,0.0-15.0,652xvynxv1,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
10524,5,,survey-likert,16,172894,0.0-16.0,652xvynxv1,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,target,wugs.,all_true_existential
6551,5,,survey-likert,17,179952,0.0-17.0,652xvynxv1,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
8740,9,,survey-likert,18,189197,0.0-18.0,652xvynxv1,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
6462,7,,survey-likert,19,196167,0.0-19.0,652xvynxv1,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
10267,7,,survey-likert,20,206942,0.0-20.0,652xvynxv1,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,2,target,wug.,some_true
9321,9,,survey-likert,21,216771,0.0-21.0,652xvynxv1,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
13223,6,,survey-likert,22,230499,0.0-22.0,652xvynxv1,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
7951,7,,survey-likert,23,238955,0.0-23.0,652xvynxv1,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
7798,8,,survey-likert,24,247260,0.0-24.0,652xvynxv1,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,target,wugs.,all_true_no_projection
11373,7,,survey-likert,25,259141,0.0-25.0,652xvynxv1,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,target,wugs.,all_true_existential
7133,9,,survey-likert,26,266781,0.0-26.0,652xvynxv1,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
9442,8,,survey-likert,27,276730,0.0-27.0,652xvynxv1,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
6025,7,,survey-likert,28,283263,0.0-28.0,652xvynxv1,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
6202,9,,survey-likert,29,289973,0.0-29.0,652xvynxv1,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
7450,7,,survey-likert,30,297930,0.0-30.0,652xvynxv1,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
5897,9,,survey-likert,31,304334,0.0-31.0,652xvynxv1,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
10409,7,,survey-likert,32,315251,0.0-32.0,652xvynxv1,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
10660,7,,survey-likert,33,326418,0.0-33.0,652xvynxv1,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
5588,9,,survey-likert,34,332513,0.0-34.0,652xvynxv1,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,target,wugs.,all_true_existential
5284,8,,survey-likert,35,338305,0.0-35.0,652xvynxv1,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
13505,6,,survey-likert,36,352317,0.0-36.0,652xvynxv1,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
9536,8,,survey-likert,37,362357,0.0-37.0,652xvynxv1,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
9471,7,,survey-likert,38,372335,0.0-38.0,652xvynxv1,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
6557,7,,survey-likert,39,379398,0.0-39.0,652xvynxv1,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
8080,8,,survey-likert,40,387986,0.0-40.0,652xvynxv1,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
7099,7,,survey-likert,41,395591,0.0-41.0,652xvynxv1,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
7680,8,,survey-likert,42,403778,0.0-42.0,652xvynxv1,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
4889,8,,survey-likert,43,409173,0.0-43.0,652xvynxv1,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
7426,8,,survey-likert,44,417107,0.0-44.0,652xvynxv1,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6706,9,,survey-likert,45,424319,0.0-45.0,652xvynxv1,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
6690,7,,survey-likert,46,431516,0.0-46.0,652xvynxv1,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
9688,9,,survey-likert,47,441710,0.0-47.0,652xvynxv1,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,2,target,wug.,none_weird_red
8412,8,,survey-likert,48,450629,0.0-48.0,652xvynxv1,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
6675,8,,survey-likert,49,457811,0.0-49.0,652xvynxv1,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,CB,wug.,none_weird_nored
5223,8,,survey-likert,50,463542,0.0-50.0,652xvynxv1,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
8836,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,472891,0.0-51.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
20773,2+ug,demo.1,survey-dropdown,52,493671,0.0-52.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
20773,none,demo.2,survey-dropdown,52,493671,0.0-52.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
20773,female,demo.3,survey-dropdown,52,493671,0.0-52.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
20773,35-44,demo.4,survey-dropdown,52,493671,0.0-52.0,652xvynxv1,canonical training,CB+likert,,,,,,,,,,
3586,6030d8c70a651c3e4d476d91,ProlificID,survey-text,0,3587,0.0-0.0,28l9aoesv7,canonical training,CB+likert,,,,,,,,,,
3151,NA,instructions,instructions,1,6739,0.0-1.0,28l9aoesv7,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":3150}]",,,,,,,,,
9726,NA,,html-button-delay-response,2,16466,0.0-2.0,28l9aoesv7,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
